time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.2,1974375,1940289,16370460,11451796,1116,109808,5447,68548,8865,379080,542,64052,3242,127204,97,58624,336,71232,218,55620,466,55580,169,69268,97,47784
2009.62,1974975,1940881,16370460,11451796,1116,109808,5450,68676,8868,379080,542,64052,3244,127204,97,58624,336,71232,218,55620,466,55580,170,69268,97,47784
3013.44,1975575,1941474,16370460,11451796,1116,109808,5450,68676,8870,379080,542,64052,3245,127204,97,58624,336,71232,218,55620,468,55580,170,69268,97,47784
4016.53,1976172,1942065,16370460,11451796,1116,109808,5451,68676,8873,379080,542,64052,3245,127204,97,58624,336,71232,218,55620,468,55580,170,69268,97,47784
5020.17,1976770,1942657,16370460,11451796,1118,109808,5452,68676,8874,379080,542,64052,3247,127204,98,58624,337,71232,218,55620,468,55580,170,69268,97,47784
6022.58,1977368,1943239,16370460,11459384,1118,109808,5454,68676,8879,379080,543,64052,3248,127204,98,58624,337,71232,218,55620,468,55580,170,69268,97,47784
7025.39,1977967,1943822,16370460,11459652,1118,109808,5459,69432,8883,379080,543,64052,3249,127204,98,58624,337,71232,219,55620,468,55580,170,69268,97,47784
8030.02,1978564,1944413,16370460,11459504,1118,109808,5462,69432,8886,379080,543,64052,3249,127204,98,58624,338,71232,219,55620,468,55580,170,69268,97,47784
9037.29,1979165,1945007,16370460,11459504,1118,109808,5463,69432,8888,379080,543,64052,3251,127204,98,58624,338,71232,219,55620,469,55580,170,69268,97,47784
10040.67,1979762,1945591,16370460,11445644,1118,109808,5465,69560,8891,379080,543,64052,3252,127204,98,58624,338,71232,219,55620,469,55580,170,69268,97,47784
11044.9,1980357,1946036,16370460,11428372,1119,109808,5489,71928,8932,379208,543,64052,3255,127204,99,58880,344,71232,220,55620,474,55708,172,69268,98,47784
12049.56,1980956,1946625,16370460,11428372,1119,109808,5490,71928,8934,379208,544,64052,3256,127204,99,58880,344,71232,220,55620,474,55708,172,69268,98,47784
13055.11,1981555,1947219,16370460,11428148,1119,109808,5492,71928,8936,379208,544,64052,3257,127204,99,59008,344,71232,220,55620,475,55708,172,69268,98,47784
14059.73,1982155,1947812,16370460,11453156,1119,109808,5492,71928,8939,379208,545,64052,3258,127204,99,59008,344,71232,221,55620,475,55708,172,69268,98,47784
15064.45,1982754,1948400,16370460,11451748,1120,109808,5494,73464,8941,379208,545,64052,3260,127204,99,59008,344,71232,221,55620,475,55708,172,69268,98,47784
16069.15,1983352,1948991,16370460,11451276,1120,109808,5495,73464,8943,379208,545,64052,3260,127204,99,59008,344,71232,221,55620,475,55708,172,69268,98,47784
17075.03,1983951,1949567,16370460,11444240,1120,109808,5499,71380,8947,379208,545,64052,3263,127716,99,59008,345,71232,221,55620,476,55708,172,69268,98,47784
18079.8,1984551,1950158,16370460,11444240,1120,109808,5501,71380,8949,379208,545,64052,3263,127716,99,59008,345,71232,221,55620,476,55708,172,69268,98,47784
19084.6,1985151,1950749,16370460,11444240,1121,109808,5503,71380,8952,379208,545,64052,3265,127716,99,59008,345,71232,222,55620,476,55708,172,69268,98,47784
20089.77,1985748,1951339,16370460,11443988,1122,109808,5504,71508,8955,379208,545,64052,3265,127716,99,59008,345,71232,222,55620,476,55708,172,69268,98,47784
21093.84,1986345,1951929,16370460,11443988,1122,109808,5505,71508,8958,379208,545,64052,3268,127716,99,59008,345,71232,222,55620,476,55708,172,69268,98,47784
