time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1014.46,589430,532400,3887864,1555484,7376,74940,3565,70904,16879,416312,4087,116592,668,89288,158,41928,141,14960,708,53548
2018.98,589821,532766,3887864,1555484,7381,74940,3568,70904,16889,416312,4089,116592,668,89288,158,41928,141,14960,708,53548
3024.88,590219,533129,3887864,1555756,7385,74940,3574,70904,16898,416312,4092,116592,669,89288,158,41928,141,14960,708,53548
4029.13,590611,533491,3887864,1556008,7391,74940,3577,70904,16909,416312,4094,116592,670,89288,158,41928,141,14960,709,53548
5033.29,590999,533847,3887864,1555756,7399,74940,3580,70904,16923,416312,4100,116592,670,89288,158,41928,141,14960,710,53548
6038.6,591391,534217,3887864,1555504,7402,74940,3583,70904,16930,416312,4101,116592,670,89288,158,41928,141,14960,710,53548
7042.6,591786,534565,3887864,1555776,7409,74940,3586,70904,16943,416312,4107,116592,671,89288,158,41928,141,14960,710,53548
8047.52,592179,534912,3887864,1555528,7413,74944,3589,70904,16950,416312,4109,116592,671,89288,158,41928,142,14960,710,53548
9049.64,592571,535278,3887864,1555088,7417,74944,3593,70904,16960,416312,4112,116592,671,89288,158,41928,142,14960,710,53548
10051.95,592970,535656,3887864,1549416,7419,74944,3594,70904,16965,416312,4112,116592,671,89288,158,41928,142,14960,710,53548
11053.97,593363,535914,3887864,1552424,7435,74952,3595,70904,17017,416324,4117,116592,672,89292,158,41928,142,14960,722,53556
12056.03,593761,536290,3887864,1551924,7439,74952,3596,70904,17025,416324,4118,116592,672,89292,158,41928,142,14960,723,53556
13058.15,594158,536671,3887864,1551924,7441,74952,3599,70904,17031,416324,4120,116592,672,89292,158,41928,142,14960,723,53556
14060.21,594550,536999,3887864,1552092,7451,74952,3601,70904,17068,416332,4121,116592,672,89292,158,41928,142,14960,732,53728
15062.2,594947,537369,3887864,1552556,7456,74956,3602,70904,17078,416332,4123,116592,674,89292,158,41928,142,14960,734,53836
16064.31,595341,537746,3887864,1552916,7459,74956,3604,70904,17085,416332,4124,116592,674,89292,158,41928,142,14960,735,53836
17066.32,595734,538125,3887864,1553332,7462,74956,3605,70904,17091,416332,4126,116592,674,89292,158,41928,143,14960,735,53836
18068.48,596128,538485,3887864,1552828,7463,74956,3606,70904,17095,416332,4128,116592,674,89292,158,41928,143,14960,735,53836
19071.57,596523,538840,3887864,1553184,7471,74956,3608,70904,17109,416332,4130,116592,675,89292,158,41928,143,14960,737,53864
20075.66,596912,539199,3887864,1553980,7477,74956,3614,70908,17120,416332,4133,116592,675,89292,158,41928,144,14968,737,53864
21080.02,597304,539561,3887864,1553884,7483,74956,3617,70908,17131,416332,4135,116592,675,89292,159,41928,144,14968,737,53864
22083.91,597698,539920,3887864,1554552,7489,74956,3620,70908,17145,416332,4138,116592,675,89292,159,41928,144,14968,737,53864
23087.62,598090,540271,3887864,1555052,7496,74956,3625,70908,17154,416332,4141,116592,676,89292,159,41928,144,14972,737,53864
24091.86,598480,540618,3887864,1555092,7502,74956,3628,70908,17169,416332,4143,116592,676,89292,159,41928,144,14972,739,53888
